,Row.names,Protein.Ids,Protein.Names,Genes,Protein.Description,logFC,AveExpr,t,P.Value,adj.P.Val,B,Type,Label
3032,Q9BUK6,Q9BUK6,MSTO1_HUMAN,MSTO1,Protein misato homolog 1,-0.049867004,21.51023192,-1.430615005,0.184804738,0.79408286,-5.256686558,No Change,
3033,Q9BUL5,Q9BUL5,PHF23_HUMAN,PHF23,PHD finger protein 23,-0.045274304,20.72723343,-0.797282904,0.44488183,0.92739692,-5.911850853,No Change,
3034,Q9BUL8,Q9BUL8,PDC10_HUMAN,PDCD10,Programmed cell death protein 10,-0.038200022,23.1976805,-0.937342204,0.371948708,0.906785063,-5.792477956,No Change,
3035,Q9BUL9,Q9BUL9,RPP25_HUMAN,RPP25,Ribonuclease P protein subunit p25,0.025815769,21.01020992,0.440183598,0.669713503,0.986568898,-6.136854598,No Change,
3036,Q9BUN5,Q9BUN5,CC28B_HUMAN,CCDC28B,Coiled-coil domain-containing protein 28B,-0.004594335,17.96317984,-0.066473147,0.948388114,0.997839254,-6.236564329,No Change,
3037,Q9BUP0,Q9BUP0,EFHD1_HUMAN,EFHD1,EF-hand domain-containing protein D1,-0.199256118,21.65670294,-1.64051081,0.133750712,0.722940529,-4.984866653,No Change,
3038,Q9BUR4,Q9BUR4,TCAB1_HUMAN,WRAP53,Telomerase Cajal body protein 1,-0.100882705,20.3047135,-1.838401248,0.097626883,0.69821737,-4.710793069,No Change,
3039,Q9BUT1,Q9BUT1,DHRS6_HUMAN,BDH2,Dehydrogenase/reductase SDR family member 6,-0.00045182,22.14837475,-0.017306779,0.986552259,0.999039915,-6.238756505,No Change,
3040,Q9BUT9,Q9BUT9,MCRI2_HUMAN,MCRIP2,MAPK regulated corepressor interacting protein 2,-0.08240673,18.38083902,-0.910938476,0.385003707,0.909034652,-5.816220034,No Change,
3041,Q9BUW7,Q9BUW7,BBLN_HUMAN,BBLN,Bublin coiled-coil protein,-0.096507852,20.49232562,-2.291703401,0.046358831,0.655200991,-4.037293691,No Change,
3042,Q9BV19,Q9BV19,CA050_HUMAN,C1orf50,Uncharacterized protein C1orf50,0.110103555,21.61895465,2.891851284,0.016999001,0.547504944,-3.097378917,No Change,
3043,Q9BV20,Q9BV20,MTNA_HUMAN,MRI1,Methylthioribose-1-phosphate isomerase,0.008350216,23.79056853,0.264408639,0.797149025,0.996485993,-6.201842104,No Change,
3044,Q9BV29,Q9BV29,CCD32_HUMAN,CCDC32,Coiled-coil domain-containing protein 32,0.115260674,20.45190784,1.212851412,0.254670688,0.83587566,-5.513258784,No Change,
3045,Q9BV38,Q9BV38,WDR18_HUMAN,WDR18,WD repeat-containing protein 18,0.008274041,21.17063185,0.292030495,0.776581474,0.995285844,-6.193729485,No Change,
3046,Q9BV40,Q9BV40,VAMP8_HUMAN,VAMP8,Vesicle-associated membrane protein 8,0.03546703,20.11986468,0.928654429,0.376208613,0.907711774,-5.800351844,No Change,
3047,Q9BV44,Q9BV44,THUM3_HUMAN,THUMPD3,tRNA (guanine(6)-N2)-methyltransferase THUMP3,-0.001040535,23.35273068,-0.036161999,0.971906567,0.999039915,-6.238219877,No Change,
3048,Q9BV57,Q9BV57,MTND_HUMAN,ADI1,Acireductone dioxygenase,0.053429224,24.73970219,0.276766583,0.787925758,0.996485993,-6.198310433,No Change,
3049,Q9BV68,Q9BV68,RN126_HUMAN,RNF126,E3 ubiquitin-protein ligase RNF126,0.006196287,22.54558951,0.159730182,0.876460141,0.997839254,-6.225353264,No Change,
3050,Q9BV73,Q9BV73,CP250_HUMAN,CEP250,Centrosome-associated protein CEP250,0.028054637,19.72520367,0.549582081,0.595370134,0.96468751,-6.080744357,No Change,
3051,Q9BV79,Q9BV79,MECR_HUMAN,MECR,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",-0.058071389,21.26101434,-0.852705297,0.414938212,0.921715369,-5.866571023,No Change,
3052,Q9BV86,Q9BV86,NTM1A_HUMAN,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,0.010767547,22.17529141,0.294224324,0.774955483,0.995285844,-6.193051242,No Change,
3053,Q9BVA0,Q9BVA0,KTNB1_HUMAN,KATNB1,Katanin p80 WD40 repeat-containing subunit B1,0.016099665,20.33884628,0.356780397,0.729103659,0.991575893,-6.171624428,No Change,
3054,Q9BVA1,Q13885;Q9BVA1,TBB2B_HUMAN,TUBB2B,Tubulin beta-2B chain,-0.020105451,23.90365564,-0.356155416,0.729556568,0.991575893,-6.171858349,No Change,
3055,Q9BVG4,Q9BVG4,PBDC1_HUMAN,PBDC1,Protein PBDC1,0.002066477,24.04786209,0.063013562,0.95107021,0.997839254,-6.236802686,No Change,
3056,Q9BVJ7,Q9BVJ7,DUS23_HUMAN,DUSP23,Dual specificity protein phosphatase 23,0.113473407,19.48006766,0.600634457,0.562228599,0.955287478,-6.050585192,No Change,
3057,Q9BVL2,Q9BVL2,NUP58_HUMAN,NUP58,Nucleoporin p58/p45,-0.067515222,21.87936934,-1.586939413,0.145423602,0.734751793,-5.056262914,No Change,
3058,Q9BVM4,Q9BVM4,GGACT_HUMAN,GGACT,Gamma-glutamylaminecyclotransferase,0.096642278,19.24689038,1.470626366,0.173928762,0.78348185,-5.20657717,No Change,
3059,Q9BVQ7,Q9BVQ7,AFG2B_HUMAN,AFG2B,ATPase family gene 2 protein homolog B,0.131518049,20.24224965,2.158490366,0.057837668,0.668805649,-4.240270408,No Change,
3060,Q9BVS4,Q9BVS4,RIOK2_HUMAN,RIOK2,Serine/threonine-protein kinase RIO2,-0.09757093,19.90080454,-1.020537231,0.332920775,0.882712729,-5.714071381,No Change,
3061,Q9BVS5,Q9BVS5,TR61B_HUMAN,TRMT61B,"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial",0.009933494,19.25918532,0.151458063,0.882802721,0.997839254,-6.226719938,No Change,
3062,Q9BVW5,Q9BVW5,TIPIN_HUMAN,TIPIN,TIMELESS-interacting protein,-0.01109242,20.74634772,-0.347568081,0.735790681,0.991575893,-6.175032055,No Change,
3063,Q9BW04,Q9BW04,SARG_HUMAN,SARG,Specifically androgen-regulated gene protein,-0.207955486,18.06462241,-2.136914245,0.059939156,0.668805649,-4.272815078,No Change,
3064,Q9BW27,Q9BW27,NUP85_HUMAN,NUP85,Nuclear pore complex protein Nup85,-0.071766818,21.80779131,-0.979124857,0.351949122,0.894813731,-5.753773292,No Change,
3065,Q9BW61,Q9BW61,DDA1_HUMAN,DDA1,DET1- and DDB1-associated protein 1,0.013582041,20.9749241,0.383960722,0.7095155,0.991575893,-6.161066226,No Change,
3066,Q9BW66,Q9BW66,CINP_HUMAN,CINP,Cyclin-dependent kinase 2-interacting protein,0.108737011,19.40048028,1.101967108,0.297783965,0.859733732,-5.632251305,No Change,
3067,Q9BW85,Q9BW85,YJU2_HUMAN,YJU2,Splicing factor YJU2,-0.027967086,21.7950604,-0.704571709,0.498093912,0.945139572,-5.981622573,No Change,
3068,Q9BW91,Q9BW91,NUDT9_HUMAN,NUDT9,"ADP-ribose pyrophosphatase, mitochondrial",0.016007922,22.08926611,0.415736601,0.686896957,0.986814215,-6.147773276,No Change,
3069,Q9BW92,Q9BW92,SYTM_HUMAN,TARS2,"Threonine--tRNA ligase, mitochondrial",0.006092351,21.53599507,0.031294872,0.975686256,0.999039915,-6.23839463,No Change,
3070,Q9BWD1,Q9BWD1,THIC_HUMAN,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",-0.002163554,26.22191548,-0.056029782,0.956486426,0.997960092,-6.237245077,No Change,
3071,Q9BWE0,Q9BWE0,REPI1_HUMAN,REPIN1,Replication initiator 1,0.007889149,20.83703098,0.12867544,0.900315054,0.997839254,-6.230109995,No Change,
3072,Q9BWF3,Q9BQ04;Q9BWF3,RBM4_HUMAN,RBM4,RNA-binding protein 4,0.085537635,19.43101229,1.07611773,0.308613498,0.860363482,-5.658751877,No Change,
3073,Q9BWG4,Q9BWG4,SSBP4_HUMAN,SSBP4,Single-stranded DNA-binding protein 4,-0.071235597,21.15441194,-1.466213018,0.175100527,0.78348185,-5.212146115,No Change,
3074,Q9BWH6,Q9BWH6,RPAP1_HUMAN,RPAP1,RNA polymerase II-associated protein 1,-0.059439451,22.06342407,-1.614293094,0.13935415,0.723376328,-5.019969807,No Change,
3075,Q9BWJ5,Q9BWJ5,SF3B5_HUMAN,SF3B5,Splicing factor 3B subunit 5,0.032702512,21.80801719,0.667071397,0.520701176,0.950985604,-6.007654802,No Change,
3076,Q9BWK5,Q9BWK5,CYREN_HUMAN,CYREN,Cell cycle regulator of non-homologous end joining,-0.031085664,20.49494591,-0.362983661,0.724614299,0.991575893,-6.169281019,No Change,
3077,Q9BWT6,Q9BWT6,MND1_HUMAN,MND1,Meiotic nuclear division protein 1 homolog,0.002364699,18.52286996,0.035330468,0.972552264,0.999039915,-6.238251518,No Change,
3078,Q9BWU0,Q9BWU0,NADAP_HUMAN,SLC4A1AP,Kanadaptin,-0.048248185,22.01847654,-1.622413938,0.137596395,0.722940529,-5.009129497,No Change,
3079,Q9BWW4,Q9BWW4;P81877;Q9BWG4,SSBP3_HUMAN,SSBP3,Single-stranded DNA-binding protein 3,-0.036063933,23.55083134,-0.989536323,0.34709103,0.891647976,-5.743916015,No Change,
3080,Q9BX10,Q9BX10,GTPB2_HUMAN,GTPBP2,GTP-binding protein 2,-0.139193445,17.85467053,-1.534895402,0.157624254,0.757878202,-5.124345813,No Change,
3081,Q9BX40,Q9BX40,LS14B_HUMAN,LSM14B,Protein LSM14 homolog B,-0.045221914,19.46093915,-0.846115393,0.418424538,0.921715369,-5.872091477,No Change,
3082,Q9BX68,Q9BX68,HINT2_HUMAN,HINT2,Adenosine 5'-monophosphoramidase HINT2,0.010537091,21.60935603,0.222179751,0.82890775,0.997839254,-6.212709195,No Change,
3083,Q9BXJ9,Q9BXJ9,NAA15_HUMAN,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",-0.075283268,24.86743887,-1.319472342,0.218123037,0.816855133,-5.391201313,No Change,
3084,Q9BXK1,Q9BXK1,KLF16_HUMAN,KLF16,Krueppel-like factor 16,0.003664409,19.79717393,0.060469162,0.95304321,0.997839254,-6.236969868,No Change,
3085,Q9BXK5,Q9BXK5,B2L13_HUMAN,BCL2L13,Bcl-2-like protein 13,-0.013653129,19.0401285,-0.174649672,0.86504441,0.997839254,-6.222705746,No Change,
3086,Q9BXL5,Q9BXL5,HEMGN_HUMAN,HEMGN,Hemogen,-0.002711865,23.39375587,-0.089380378,0.930647798,0.997839254,-6.234665118,No Change,
3087,Q9BXP5,Q9BXP5,SRRT_HUMAN,SRRT,Serrate RNA effector molecule homolog,-0.038631058,21.82280466,-0.620594459,0.549558063,0.955287478,-6.038120952,No Change,
3088,Q9BXR0,Q9BXR0,TGT_HUMAN,QTRT1,Queuine tRNA-ribosyltransferase catalytic subunit 1,0.027408108,24.45094747,0.908550685,0.386200252,0.909034652,-5.818339365,No Change,
3089,Q9BXS5,Q9BXS5,AP1M1_HUMAN,AP1M1,AP-1 complex subunit mu-1,0.059162584,23.30850827,1.299180017,0.224722239,0.821325182,-5.414978596,No Change,
3090,Q9BXS6,Q9BXS6,NUSAP_HUMAN,NUSAP1,Nucleolar and spindle-associated protein 1,-0.023594554,21.52594437,-0.742257698,0.475998196,0.941808153,-5.954179938,No Change,
3091,Q9BXV9,Q9BXV9,GON7_HUMAN,GON7,EKC/KEOPS complex subunit GON7,0.123611934,22.38297915,1.663828028,0.128938426,0.717359738,-4.953393397,No Change,
3092,Q9BY32,Q9BY32,ITPA_HUMAN,ITPA,Inosine triphosphate pyrophosphatase,0.000877811,25.15070755,0.028999632,0.977468909,0.999039915,-6.238468292,No Change,
3093,Q9BY42,Q9BY42,RTF2_HUMAN,RTF2,Replication termination factor 2,-0.048075943,20.67995857,-0.658269644,0.526095603,0.950985604,-6.013578193,No Change,
3094,Q9BY43,Q9BY43,CHM4A_HUMAN,CHMP4A,Charged multivesicular body protein 4a,0.040604028,22.79582581,1.149916772,0.278482538,0.85016485,-5.581834033,No Change,
3095,Q9BY44,Q9BY44,EIF2A_HUMAN,EIF2A,Eukaryotic translation initiation factor 2A,0.009138661,22.69370562,0.293569241,0.775440888,0.995285844,-6.193254289,No Change,
3096,Q9BY77,Q9BY77,PDIP3_HUMAN,POLDIP3,Polymerase delta-interacting protein 3,-0.193916907,17.33059136,-1.694866137,0.122775615,0.710303062,-4.911139211,No Change,
3097,Q9BYB4,Q9BYB4,GNB1L_HUMAN,GNB1L,Guanine nucleotide-binding protein subunit beta-like protein 1,0.027248104,22.65303208,1.022624813,0.33198239,0.881983384,-5.712035341,No Change,
3098,Q9BYC8,Q9BYC8,RM32_HUMAN,MRPL32,Large ribosomal subunit protein bL32m,-0.175000105,19.79655738,-2.682981309,0.024098203,0.591777236,-3.427119251,No Change,
3099,Q9BYC9,Q9BYC9,RM20_HUMAN,MRPL20,Large ribosomal subunit protein bL20m,0.051110656,19.89788396,0.822015866,0.431344658,0.921715369,-5.89196759,No Change,
3100,Q9BYD1,Q9BYD1,RM13_HUMAN,MRPL13,Large ribosomal subunit protein uL13m,-0.043327885,21.35373461,-0.662478631,0.523511847,0.950985604,-6.010754544,No Change,
3101,Q9BYD2,Q9BYD2,RM09_HUMAN,MRPL9,Large ribosomal subunit protein bL9m,-0.083077482,22.06593227,-1.411591883,0.190178118,0.795932658,-5.280206939,No Change,
3102,Q9BYD3,Q9BYD3,RM04_HUMAN,MRPL4,Large ribosomal subunit protein uL4m,-0.086948811,21.78864055,-2.157519182,0.057930712,0.668805649,-4.241737456,No Change,
3103,Q9BYE2,Q9BYE2,TMPSD_HUMAN,TMPRSS13,Transmembrane protease serine 13,-0.375688855,20.01305566,-1.648109757,0.132164922,0.722940529,-4.974635597,No Change,
3104,Q9BYG3,Q9BYG3,MK67I_HUMAN,NIFK,MKI67 FHA domain-interacting nucleolar phosphoprotein,-0.040416511,18.55627601,-0.821016534,0.431886187,0.921715369,-5.892781134,No Change,
3105,Q9BYM8,Q9BYM8,HOIL1_HUMAN,RBCK1,RanBP-type and C3HC4-type zinc finger-containing protein 1,-0.023092733,18.10498172,-0.205403081,0.841619558,0.997839254,-6.216508691,No Change,
3106,Q9BYN0,Q9BYN0,SRXN1_HUMAN,SRXN1,Sulfiredoxin-1,-0.103398404,19.34583426,-0.848479854,0.417171336,0.921715369,-5.870114935,No Change,
3107,Q9BYN8,Q9BYN8,RT26_HUMAN,MRPS26,Small ribosomal subunit protein mS26,-0.055156272,21.5217599,-0.847009755,0.417950209,0.921715369,-5.8713444,No Change,
3108,Q9BYT8,Q9BYT8,NEUL_HUMAN,NLN,"Neurolysin, mitochondrial",0.07076404,22.55560248,1.795226707,0.104641074,0.703404725,-4.77186604,No Change,
3109,Q9BYW2,Q9BYW2,SETD2_HUMAN,SETD2,Histone-lysine N-methyltransferase SETD2,0.084910724,19.51644017,1.047986853,0.320740778,0.873304098,-5.687037618,No Change,
3110,Q9BZ23,Q9BZ23;Q9H999,PANK2_HUMAN,PANK2,"Pantothenate kinase 2, mitochondrial",-0.051866584,22.07636681,-0.126117426,0.90228505,0.997839254,-6.230456329,No Change,
3111,Q9BZ29,Q9BZ29,DOCK9_HUMAN,DOCK9,Dedicator of cytokinesis protein 9,0.404696909,18.41058366,1.98196525,0.077332218,0.692420786,-4.50328503,No Change,
3112,Q9BZE1,Q9BZE1,RM37_HUMAN,MRPL37,Large ribosomal subunit protein mL37,-0.025468269,22.27448279,-0.445698589,0.665864336,0.986568898,-6.134308779,No Change,
3113,Q9BZE9,Q9BZE9,ASPC1_HUMAN,ASPSCR1,Tether containing UBX domain for GLUT4,-0.060195157,22.03244178,-1.466155025,0.17511597,0.78348185,-5.212219225,No Change,
3114,Q9BZG8,Q9BZG8,DPH1_HUMAN,DPH1,2-(3-amino-3-carboxypropyl)histidine synthase subunit 1,0.050436525,21.92423314,1.559884213,0.151657386,0.743797371,-5.091817667,No Change,
3115,Q9BZH6,Q9BZH6,WDR11_HUMAN,WDR11,WD repeat-containing protein 11,0.073869843,22.75956841,1.86091519,0.094144861,0.695707826,-4.678688164,No Change,
3116,Q9BZI7,Q9BZI7,REN3B_HUMAN,UPF3B,Regulator of nonsense transcripts 3B,-0.119955183,19.2625326,-3.78005907,0.003992795,0.466651383,-1.714780461,No Change,
3117,Q9BZK7,O60907;Q9BQ87;Q9BZK7,TBL1R_HUMAN,TBL1XR1,F-box-like/WD repeat-containing protein TBL1XR1,-0.002788892,23.0901194,-0.053730419,0.958270206,0.998468279,-6.237379381,No Change,
3118,Q9BZL1,Q9BZL1,UBL5_HUMAN,UBL5,Ubiquitin-like protein 5,-0.019371927,23.56846786,-0.27135081,0.791963614,0.996485993,-6.199877696,No Change,
3119,Q9BZX2,Q9BZX2;Q9HA47,UCK2_HUMAN,UCK2,Uridine-cytidine kinase 2,-0.058813462,23.56898402,-1.682363908,0.12522515,0.713522757,-4.928207884,No Change,
3120,Q9BZZ5,Q9BZZ5,API5_HUMAN,API5,Apoptosis inhibitor 5,-0.030821394,24.12599539,-1.050022557,0.319851153,0.87189994,-5.685010315,No Change,
3121,Q9C005,Q9C005,DPY30_HUMAN,DPY30,Protein dpy-30 homolog,-0.011761747,24.09343248,-0.17792955,0.862539091,0.997839254,-6.222092248,No Change,
3122,Q9C010,Q9C010,IPKB_HUMAN,PKIB,cAMP-dependent protein kinase inhibitor beta,0.149662355,19.4038332,1.422460295,0.187091965,0.795932658,-5.266793465,No Change,
3123,Q9C073,Q9C073,F117A_HUMAN,FAM117A,Protein FAM117A,-0.012857661,21.21459547,-0.330657234,0.748126478,0.991575893,-6.181061239,No Change,
3124,Q9C0B0,Q9C0B0,UNK_HUMAN,UNK,RING finger protein unkempt homolog,0.0062554,19.54021449,0.10815557,0.916136945,0.997839254,-6.232692964,No Change,
3125,Q9C0B1,Q9C0B1,FTO_HUMAN,FTO,Alpha-ketoglutarate-dependent dioxygenase FTO,0.024217838,22.54162943,0.158950745,0.877057381,0.997839254,-6.225485122,No Change,
3126,Q9C0B5,Q9C0B5,ZDHC5_HUMAN,ZDHHC5,Palmitoyltransferase ZDHHC5,-0.003129964,19.75195903,-0.059465812,0.953821329,0.997839254,-6.237033902,No Change,
3127,Q9C0C2,Q9C0C2,TB182_HUMAN,TNKS1BP1,182 kDa tankyrase-1-binding protein,-0.031327795,22.8070716,-0.878514651,0.401477275,0.916822821,-5.84460064,No Change,
3128,Q9C0C9,Q9C0C9,UBE2O_HUMAN,UBE2O,(E3-independent) E2 ubiquitin-conjugating enzyme,0.015703611,22.75779337,0.477256183,0.644038474,0.978343977,-6.119159351,No Change,
3129,Q9C0D3,Q9C0D3,ZY11B_HUMAN,ZYG11B,Protein zyg-11 homolog B,-0.016088402,20.24192513,-0.365789666,0.722587175,0.991575893,-6.168208104,No Change,
3130,Q9C0E2,Q9C0E2,XPO4_HUMAN,XPO4,Exportin-4,-0.071738182,23.92177753,-1.334298865,0.213404497,0.814616529,-5.373671431,No Change,
3131,Q9C0E8,Q9C0E8,LNP_HUMAN,LNPK,Endoplasmic reticulum junction formation protein lunapark,0.131658664,18.93162185,1.012021634,0.336769267,0.88630494,-5.722342495,No Change,
3132,Q9C0I1,Q9C0I1,MTMRC_HUMAN,MTMR12,Myotubularin-related protein 12,0.022424186,19.11147948,0.19667477,0.848252409,0.997839254,-6.21836861,No Change,
3133,Q9C0J8,Q9C0J8,WDR33_HUMAN,WDR33,pre-mRNA 3' end processing protein WDR33,0.057059955,18.50522746,0.783621672,0.452478993,0.931083643,-5.922607101,No Change,
3134,Q9GZL7,Q9GZL7,WDR12_HUMAN,WDR12,Ribosome biogenesis protein WDR12,0.019253926,24.53021503,0.699206711,0.501290587,0.945599588,-5.985425374,No Change,
3135,Q9GZN8,Q9GZN8,ADSSP_HUMAN,ADISSP,Adipose-secreted signaling protein,0.070904059,24.56028157,2.78097458,0.020455104,0.562520052,-3.27253702,No Change,
3136,Q9GZP4,Q9GZP4,PITH1_HUMAN,PITHD1,PITH domain-containing protein 1,0.022359486,24.66665085,0.911556279,0.38469455,0.909034652,-5.815670937,No Change,
3137,Q9GZQ3,Q9GZQ3,COMD5_HUMAN,COMMD5,COMM domain-containing protein 5,-0.000619029,20.79161256,-0.013980069,0.989136976,0.999931129,-6.23881191,No Change,
3138,Q9GZR1,Q9GZR1,SENP6_HUMAN,SENP6,Sentrin-specific protease 6,-0.010186078,17.03712551,-0.098711141,0.923432581,0.997839254,-6.233731771,No Change,
3139,Q9GZS3,Q9GZS3,SKI8_HUMAN,SKIC8,Superkiller complex protein 8,0.001269788,23.22044133,0.042595308,0.966911765,0.999039915,-6.237950208,No Change,
3140,Q9GZT3,Q9GZT3,SLIRP_HUMAN,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",-0.320652404,22.93726844,-2.354885156,0.041723576,0.652990924,-3.939956476,No Change,
3141,Q9GZT4,Q9GZT4,SRR_HUMAN,SRR,Serine racemase,0.044677292,20.56067793,1.265975755,0.23587795,0.828510248,-5.453338818,No Change,
3142,Q9GZT8,Q9GZT8,NIF3L_HUMAN,NIF3L1,NIF3-like protein 1,0.009075717,23.1061446,0.344545954,0.737989506,0.991575893,-6.176131032,No Change,
3143,Q9GZT9,Q9GZT9,EGLN1_HUMAN,EGLN1,Egl nine homolog 1,-0.012594195,21.29094361,-0.224494078,0.827158168,0.997839254,-6.212161902,No Change,
3144,Q9GZU8,Q9GZU8,PIP30_HUMAN,PSME3IP1,PSME3-interacting protein,0.043601934,23.46260775,0.731051666,0.482502401,0.941808153,-5.96247296,No Change,
3145,Q9GZX9,Q9GZX9,TWSG1_HUMAN,TWSG1,Twisted gastrulation protein homolog 1,0.17923606,21.36842484,1.672072987,0.127274588,0.713522757,-4.942208553,No Change,
3146,Q9GZZ1,Q9GZZ1,NAA50_HUMAN,NAA50,N-alpha-acetyltransferase 50,-0.036351411,23.16514128,-0.479963644,0.642182106,0.977620051,-6.11781366,No Change,
3147,Q9GZZ9,Q9GZZ9,UBA5_HUMAN,UBA5,Ubiquitin-like modifier-activating enzyme 5,-0.009507802,22.99448921,-0.322472744,0.75412411,0.992310181,-6.183873835,No Change,
3148,Q9H008,Q9H008,LHPP_HUMAN,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,0.032158226,22.65718892,0.657176701,0.526767766,0.950985604,-6.014308733,No Change,
3149,Q9H074,Q9H074,PAIP1_HUMAN,PAIP1,Polyadenylate-binding protein-interacting protein 1,-0.024123623,25.36139814,-0.743280813,0.475407159,0.941808153,-5.953417213,No Change,
3150,Q9H082,Q9H082,RB33B_HUMAN,RAB33B,Ras-related protein Rab-33B,-0.266874052,23.57123604,-1.140998651,0.281995659,0.85016485,-5.59133307,No Change,
3151,Q9H0A8,Q9H0A8,COMD4_HUMAN,COMMD4,COMM domain-containing protein 4,0.074203836,20.50706143,1.091495361,0.302134997,0.859733732,-5.643044985,No Change,
3152,Q9H0B6,Q9H0B6,KLC2_HUMAN,KLC2,Kinesin light chain 2,-0.082645952,19.96086076,-1.016096428,0.334923584,0.885007412,-5.71839156,No Change,
3153,Q9H0C8,Q9H0C8,ILKAP_HUMAN,ILKAP,Integrin-linked kinase-associated serine/threonine phosphatase 2C,-0.028562789,22.16596793,-0.764635275,0.463178486,0.938052168,-5.937286103,No Change,
3154,Q9H0D6,Q9H0D6,XRN2_HUMAN,XRN2,5'-3' exoribonuclease 2,-0.059609408,21.81426179,-2.355055266,0.041711732,0.652990924,-3.939693602,No Change,
3155,Q9H0E2,Q9H0E2,TOLIP_HUMAN,TOLLIP,Toll-interacting protein,0.098214326,20.0710704,1.668828162,0.127927064,0.713522757,-4.946613826,No Change,
3156,Q9H0E3,Q9H0E3,SP130_HUMAN,SAP130,Histone deacetylase complex subunit SAP130,-0.056144776,19.50581353,-0.830846154,0.426579563,0.921715369,-5.884741977,No Change,
3157,Q9H0E9,Q9H0E9,BRD8_HUMAN,BRD8,Bromodomain-containing protein 8,-0.078137878,20.75202193,-2.110154886,0.062647805,0.668805649,-4.313035166,No Change,
3158,Q9H0F6,Q9H0F6,SHRPN_HUMAN,SHARPIN,Sharpin,0.073530883,18.82062322,1.170773184,0.270402065,0.85016485,-5.559405157,No Change,
3159,Q9H0F7,Q9H0F7,ARL6_HUMAN,ARL6,ADP-ribosylation factor-like protein 6,-0.002792056,19.45065874,-0.035941272,0.972077963,0.999039915,-6.238228348,No Change,
3160,Q9H0K4,Q9H0K4,RSH6A_HUMAN,RSPH6A,Radial spoke head protein 6 homolog A,-0.005698124,22.79607272,-0.083134212,0.935481543,0.997839254,-6.235238262,No Change,
3161,Q9H0K6,Q9H0K6,PUS7L_HUMAN,PUS7L,Pseudouridylate synthase PUS7L,-0.026716496,22.43721096,-0.732478755,0.481670971,0.941808153,-5.961423065,No Change,
3162,Q9H0L4,P33240;Q9H0L4,CSTFT_HUMAN,CSTF2T,Cleavage stimulation factor subunit 2 tau variant,-0.11482706,22.57420315,-2.256923288,0.049121671,0.660320696,-4.090602279,No Change,
3163,Q9H0N5,Q9H0N5,PHS2_HUMAN,PCBD2,Pterin-4-alpha-carbinolamine dehydratase 2,-0.017059459,21.12992636,-0.347769545,0.73564419,0.991575893,-6.174958462,No Change,
3164,Q9H0P0,Q9H0P0,5NT3A_HUMAN,NT5C3A,Cytosolic 5'-nucleotidase 3A,-0.015459623,19.40806019,-0.284217052,0.782381754,0.996169381,-6.1961046,No Change,
3165,Q9H0R4,Q9H0R4,HDHD2_HUMAN,HDHD2,Haloacid dehalogenase-like hydrolase domain-containing protein 2,0.058879235,23.06574134,1.448958308,0.179747729,0.786731259,-5.23382003,No Change,
3166,Q9H0U4,Q9H0U4;Q92928,RAB1B_HUMAN,RAB1B,Ras-related protein Rab-1B,-0.051488395,23.27455397,-1.132966515,0.285189644,0.850786251,-5.59984107,No Change,
3167,Q9H0U6,Q9H0U6,RM18_HUMAN,MRPL18,Large ribosomal subunit protein uL18m,-0.074889808,21.6607198,-1.078885916,0.307439436,0.859974907,-5.655937089,No Change,
3168,Q9H0W9,Q9H0W9,CK054_HUMAN,C11orf54,Ester hydrolase C11orf54,0.04158543,23.14633317,1.159213738,0.274857197,0.85016485,-5.571872972,No Change,
3169,Q9H0Z9,Q9H0Z9,RBM38_HUMAN,RBM38,RNA-binding protein 38,0.028134797,21.42925685,0.461726592,0.654736084,0.981377722,-6.126737963,No Change,
3170,Q9H1B7,Q9H1B7,I2BPL_HUMAN,IRF2BPL,Probable E3 ubiquitin-protein ligase IRF2BPL,-0.001630546,20.76449388,-0.031604309,0.975445935,0.999039915,-6.23838427,No Change,
3171,Q9H1D9,Q9H1D9,RPC6_HUMAN,POLR3F,DNA-directed RNA polymerase III subunit RPC6,-0.023222366,21.81204362,-0.398888461,0.698850815,0.990371861,-6.154948465,No Change,
3172,Q9H1E3,Q9H1E3,NUCKS_HUMAN,NUCKS1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,-0.049900168,25.82314625,-0.611500824,0.555310289,0.955287478,-6.043846104,No Change,
3173,Q9H1H9,Q9H1H9,KI13A_HUMAN,KIF13A,Kinesin-like protein KIF13A,-0.040074149,20.07682589,-0.627993001,0.544903437,0.955287478,-6.033405743,No Change,
3174,Q9H1K1,Q9H1K1,ISCU_HUMAN,ISCU,Iron-sulfur cluster assembly enzyme ISCU,-0.011815414,23.47288146,-0.228447544,0.824171749,0.997839254,-6.211214012,No Change,
3175,Q9H1Y0,Q9H1Y0,ATG5_HUMAN,ATG5,Autophagy protein 5,0.015479276,22.16626982,0.42000172,0.683885085,0.986814215,-6.145911534,No Change,
